Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1989,1,12,4,1744,1740,1831,1820,UA,185,NA,47,40,NA,11,4,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1740,1740,1822,1820,UA,185,NA,42,40,NA,2,0,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1735,1740,1822,1820,UA,185,NA,47,40,NA,2,-5,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1738,1740,1818,1820,UA,185,NA,40,40,NA,-2,-2,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1756,1740,1835,1820,UA,185,NA,39,40,NA,15,16,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,1736,1740,1818,1820,UA,185,NA,42,40,NA,-2,-4,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1736,1740,1817,1820,UA,185,NA,41,40,NA,-3,-4,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1737,1740,1824,1820,UA,185,NA,47,40,NA,4,-3,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1801,1740,1847,1820,UA,185,NA,46,40,NA,27,21,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1802,1740,1843,1820,UA,185,NA,41,40,NA,23,22,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1808,1740,1858,1820,UA,185,NA,50,40,NA,38,28,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1739,1740,1831,1820,UA,185,NA,52,40,NA,11,-1,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1737,1740,1825,1820,UA,185,NA,48,40,NA,5,-3,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1737,1740,1813,1820,UA,185,NA,36,40,NA,-7,-3,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1738,1740,1824,1820,UA,185,NA,46,40,NA,4,-2,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,1747,1740,1831,1820,UA,185,NA,44,40,NA,11,7,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1738,1740,1818,1820,UA,185,NA,40,40,NA,-2,-2,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1740,1740,1825,1820,UA,185,NA,45,40,NA,5,0,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1746,1740,1842,1820,UA,185,NA,56,40,NA,22,6,HNL,LIH,102,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,828,830,1109,1131,UA,185,NA,341,361,NA,-22,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,828,830,1147,1131,UA,185,NA,379,361,NA,16,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,856,830,1141,1131,UA,185,NA,345,361,NA,10,26,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,837,830,1140,1131,UA,185,NA,363,361,NA,9,7,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,843,830,1145,1131,UA,185,NA,362,361,NA,14,13,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,953,830,1315,1131,UA,185,NA,382,361,NA,104,83,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,832,830,1148,1131,UA,185,NA,376,361,NA,17,2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,832,830,1157,1131,UA,185,NA,385,361,NA,26,2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,848,830,1213,1131,UA,185,NA,385,361,NA,42,18,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,828,830,1121,1131,UA,185,NA,353,361,NA,-10,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,830,830,1127,1131,UA,185,NA,357,361,NA,-4,0,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,841,830,1126,1131,UA,185,NA,345,361,NA,-5,11,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,914,830,1216,1131,UA,185,NA,362,361,NA,45,44,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,828,830,1127,1131,UA,185,NA,359,361,NA,-4,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,828,830,1112,1131,UA,185,NA,344,361,NA,-19,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,845,830,1133,1131,UA,185,NA,348,361,NA,2,15,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,830,830,1128,1131,UA,185,NA,358,361,NA,-3,0,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,828,830,1100,1131,UA,185,NA,332,361,NA,-31,-2,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,837,830,1111,1131,UA,185,NA,334,361,NA,-20,7,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,830,830,1102,1131,UA,185,NA,332,361,NA,-29,0,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,853,830,1133,1131,UA,185,NA,340,361,NA,2,23,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,829,830,1103,1131,UA,185,NA,334,361,NA,-28,-1,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,836,830,1128,1131,UA,185,NA,352,361,NA,-3,6,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,844,830,1140,1131,UA,185,NA,356,361,NA,9,14,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,901,830,1142,1131,UA,185,NA,341,361,NA,11,31,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,830,830,1111,1131,UA,185,NA,341,361,NA,-20,0,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,838,830,1057,1131,UA,185,NA,319,361,NA,-34,8,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1029,830,1257,1131,UA,185,NA,328,361,NA,86,119,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,922,830,1208,1131,UA,185,NA,346,361,NA,37,52,PHL,SFO,2521,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1327,1325,1614,1647,UA,185,NA,287,322,NA,-33,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1330,1325,1635,1647,UA,185,NA,305,322,NA,-12,5,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1400,1325,1710,1647,UA,185,NA,310,322,NA,23,35,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1400,1325,1713,1647,UA,185,NA,313,322,NA,26,35,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1354,1325,1649,1647,UA,185,NA,295,322,NA,2,29,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1540,1325,1850,1647,UA,185,NA,310,322,NA,123,135,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,1414,1325,1650,1647,UA,185,NA,276,322,NA,3,49,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,1348,1325,1629,1647,UA,185,NA,281,322,NA,-18,23,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,1326,1325,1627,1647,UA,185,NA,301,322,NA,-20,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1351,1325,1704,1647,UA,185,NA,313,322,NA,17,26,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,1327,1325,1630,1647,UA,185,NA,303,322,NA,-17,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1356,1325,1706,1647,UA,185,NA,310,322,NA,19,31,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1354,1325,1649,1647,UA,185,NA,295,322,NA,2,29,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1341,1325,1628,1647,UA,185,NA,287,322,NA,-19,16,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1326,1325,1628,1647,UA,185,NA,302,322,NA,-19,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1412,1325,1711,1647,UA,185,NA,299,322,NA,24,47,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,1325,1325,1629,1647,UA,185,NA,304,322,NA,-18,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1325,1325,1626,1647,UA,185,NA,301,322,NA,-21,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1327,1325,1639,1647,UA,185,NA,312,322,NA,-8,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1359,1325,1720,1647,UA,185,NA,321,322,NA,33,34,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1349,1325,1723,1647,UA,185,NA,334,322,NA,36,24,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1326,1325,1702,1647,UA,185,NA,336,322,NA,15,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1328,1325,1643,1647,UA,185,NA,315,322,NA,-4,3,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1327,1325,1624,1647,UA,185,NA,297,322,NA,-23,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1326,1325,1625,1647,UA,185,NA,299,322,NA,-22,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1404,1325,1642,1647,UA,185,NA,278,322,NA,-5,39,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1348,1325,1652,1647,UA,185,NA,304,322,NA,5,23,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1342,1325,1659,1647,UA,185,NA,317,322,NA,12,17,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1326,1325,1626,1647,UA,185,NA,300,322,NA,-21,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1317,1320,2027,2009,UA,186,NA,310,289,NA,18,-3,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1321,1320,2028,2009,UA,186,NA,307,289,NA,19,1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1335,1320,2032,2017,UA,186,NA,297,297,NA,15,15,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1329,1330,2008,2019,UA,186,NA,279,289,NA,-11,-1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1338,1330,2043,2019,UA,186,NA,305,289,NA,24,8,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1328,1330,2025,2019,UA,186,NA,297,289,NA,6,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,1331,1330,2059,2019,UA,186,NA,328,289,NA,40,1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,1330,1330,2100,2019,UA,186,NA,330,289,NA,41,0,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,1330,1330,2041,2019,UA,186,NA,311,289,NA,22,0,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,1336,1330,2033,2019,UA,186,NA,297,289,NA,14,6,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1352,1330,2039,2019,UA,186,NA,287,289,NA,20,22,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,1330,1330,2022,2019,UA,186,NA,292,289,NA,3,0,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1330,1330,2030,2019,UA,186,NA,300,289,NA,11,0,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1327,1330,2042,2019,UA,186,NA,315,289,NA,23,-3,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1328,1330,2040,2019,UA,186,NA,312,289,NA,21,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1329,1330,2022,2019,UA,186,NA,293,289,NA,3,-1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1327,1330,2024,2019,UA,186,NA,297,289,NA,5,-3,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1328,1330,2016,2019,UA,186,NA,288,289,NA,-3,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1351,1330,2027,2019,UA,186,NA,276,289,NA,8,21,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1331,1330,2015,2019,UA,186,NA,284,289,NA,-4,1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1329,1330,2018,2019,UA,186,NA,289,289,NA,-1,-1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1328,1330,2037,2019,UA,186,NA,309,289,NA,18,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1329,1330,2032,2019,UA,186,NA,303,289,NA,13,-1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1328,1330,2038,2019,UA,186,NA,310,289,NA,19,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1329,1330,2041,2019,UA,186,NA,312,289,NA,22,-1,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,1328,1330,2033,2019,UA,186,NA,305,289,NA,14,-2,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1330,1330,2036,2019,UA,186,NA,306,289,NA,17,0,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1327,1330,2034,2019,UA,186,NA,307,289,NA,15,-3,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1327,1330,2027,2019,UA,186,NA,300,289,NA,8,-3,HNL,SFO,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1129,1120,1421,1439,UA,187,NA,292,319,NA,-18,9,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1139,1120,1436,1439,UA,187,NA,297,319,NA,-3,19,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1138,1120,1437,1439,UA,187,NA,299,319,NA,-2,18,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1139,1120,1451,1439,UA,187,NA,312,319,NA,12,19,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1152,1120,1444,1439,UA,187,NA,292,319,NA,5,32,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1129,1120,1431,1439,UA,187,NA,302,319,NA,-8,9,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,7,6,1120,1120,1354,1439,UA,187,NA,274,319,NA,-45,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,8,7,1135,1120,1409,1439,UA,187,NA,274,319,NA,-30,15,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,9,1,1140,1120,1436,1439,UA,187,NA,296,319,NA,-3,20,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,10,2,1135,1120,1457,1439,UA,187,NA,322,319,NA,18,15,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,1122,1120,1428,1439,UA,187,NA,306,319,NA,-11,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,12,4,1133,1120,1449,1439,UA,187,NA,316,319,NA,10,13,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,13,5,1133,1120,1459,1439,UA,187,NA,326,319,NA,20,13,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,14,6,1128,1120,1428,1439,UA,187,NA,300,319,NA,-11,8,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,15,7,1122,1120,1421,1439,UA,187,NA,299,319,NA,-18,2,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,16,1,1119,1120,1400,1439,UA,187,NA,281,319,NA,-39,-1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,17,2,1120,1120,1423,1439,UA,187,NA,303,319,NA,-16,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,18,3,1119,1120,1428,1439,UA,187,NA,309,319,NA,-11,-1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,19,4,1120,1120,1420,1439,UA,187,NA,300,319,NA,-19,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,20,5,1125,1120,1425,1439,UA,187,NA,300,319,NA,-14,5,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,21,6,1124,1120,1447,1439,UA,187,NA,323,319,NA,8,4,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,22,7,1230,1120,1559,1439,UA,187,NA,329,319,NA,80,70,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,23,1,1125,1120,1443,1439,UA,187,NA,318,319,NA,4,5,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,24,2,1126,1120,1435,1439,UA,187,NA,309,319,NA,-4,6,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,25,3,1123,1120,1432,1439,UA,187,NA,309,319,NA,-7,3,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,26,4,1121,1120,1408,1439,UA,187,NA,287,319,NA,-31,1,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,27,5,1130,1120,1411,1439,UA,187,NA,281,319,NA,-28,10,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,28,6,1210,1120,1503,1439,UA,187,NA,293,319,NA,24,50,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,29,7,1204,1120,1507,1439,UA,187,NA,303,319,NA,28,44,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,30,1,1120,1120,1430,1439,UA,187,NA,310,319,NA,-9,0,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,31,2,1202,1120,1510,1439,UA,187,NA,308,319,NA,31,42,SFO,HNL,2398,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,1,7,1321,1325,2031,2005,UA,188,NA,310,280,NA,26,-4,OGG,SFO,2338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,2,1,1325,1325,2023,2005,UA,188,NA,298,280,NA,18,0,OGG,SFO,2338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,3,2,1322,1325,2009,2005,UA,188,NA,287,280,NA,4,-3,OGG,SFO,2338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,4,3,1338,1325,2001,2005,UA,188,NA,263,280,NA,-4,13,OGG,SFO,2338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,5,4,1330,1325,2031,2005,UA,188,NA,301,280,NA,26,5,OGG,SFO,2338,NA,NA,0,NA,0,NA,NA,NA,NA,NA
